_occupied,cable,cable_end,color,connected_endpoints,connected_endpoints_reachable,connected_endpoints_type,created,custom_fields,description,device,display,display_url,feed_leg,id,label,last_updated,link_peers,link_peers_type,mark_connected,module,name,owner,power_port,status,tags,type,url
False,,,,,,,2026-03-01T05:02:11.430170Z,{},,"{""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}",Outlet 3,http://192.168.65.40:8000/dcim/power-outlets/43/,,43,,2026-03-01T05:02:11.430189Z,[],,False,,Outlet 3,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}, ""display"": ""Input"", ""id"": 16, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/16/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/43/
False,,,,,,,2026-03-01T05:02:11.498177Z,{},,"{""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}",Outlet 4,http://192.168.65.40:8000/dcim/power-outlets/44/,,44,,2026-03-01T05:02:11.498198Z,[],,False,,Outlet 4,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}, ""display"": ""Input"", ""id"": 16, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/16/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/44/
False,,,,,,,2026-03-01T05:02:11.563653Z,{},,"{""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}",Outlet 5,http://192.168.65.40:8000/dcim/power-outlets/45/,,45,,2026-03-01T05:02:11.563673Z,[],,False,,Outlet 5,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}, ""display"": ""Input"", ""id"": 16, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/16/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/45/
False,,,,,,,2026-03-01T05:02:11.624171Z,{},,"{""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}",Outlet 6,http://192.168.65.40:8000/dcim/power-outlets/46/,,46,,2026-03-01T05:02:11.624192Z,[],,False,,Outlet 6,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}, ""display"": ""Input"", ""id"": 16, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/16/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/46/
False,,,,,,,2026-03-01T05:02:11.701594Z,{},,"{""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}",Outlet 7,http://192.168.65.40:8000/dcim/power-outlets/47/,,47,,2026-03-01T05:02:11.701615Z,[],,False,,Outlet 7,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}, ""display"": ""Input"", ""id"": 16, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/16/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/47/
False,,,,,,,2026-03-01T05:02:11.802827Z,{},,"{""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}",Outlet 8,http://192.168.65.40:8000/dcim/power-outlets/48/,,48,,2026-03-01T05:02:11.802846Z,[],,False,,Outlet 8,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-nashua-pdu01"", ""id"": 16, ""name"": ""dmi01-nashua-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/16/""}, ""display"": ""Input"", ""id"": 16, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/16/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/48/
True,"{""description"": """", ""display"": ""#36"", ""id"": 36, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/36/""}",B,,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#36"", ""id"": 36, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/36/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-rtr01"", ""id"": 20, ""name"": ""dmi01-pittsfield-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/20/""}, ""display"": ""PSU0"", ""id"": 20, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/20/""}]",True,dcim.powerport,2026-03-01T05:02:11.875663Z,{},,"{""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}",Outlet 1,http://192.168.65.40:8000/dcim/power-outlets/49/,,49,,2026-03-01T05:02:25.901923Z,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#36"", ""id"": 36, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/36/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-rtr01"", ""id"": 20, ""name"": ""dmi01-pittsfield-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/20/""}, ""display"": ""PSU0"", ""id"": 20, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/20/""}]",dcim.powerport,False,,Outlet 1,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}, ""display"": ""Input"", ""id"": 19, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/19/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/49/
True,"{""description"": """", ""display"": ""#37"", ""id"": 37, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/37/""}",B,,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#37"", ""id"": 37, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/37/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-sw01"", ""id"": 21, ""name"": ""dmi01-pittsfield-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/21/""}, ""display"": ""Power Port"", ""id"": 21, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/21/""}]",True,dcim.powerport,2026-03-01T05:02:11.945568Z,{},,"{""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}",Outlet 2,http://192.168.65.40:8000/dcim/power-outlets/50/,,50,,2026-03-01T05:02:26.617843Z,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#37"", ""id"": 37, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/37/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-sw01"", ""id"": 21, ""name"": ""dmi01-pittsfield-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/21/""}, ""display"": ""Power Port"", ""id"": 21, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/21/""}]",dcim.powerport,False,,Outlet 2,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}, ""display"": ""Input"", ""id"": 19, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/19/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/50/
False,,,,,,,2026-03-01T05:02:12.008962Z,{},,"{""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}",Outlet 3,http://192.168.65.40:8000/dcim/power-outlets/51/,,51,,2026-03-01T05:02:12.008982Z,[],,False,,Outlet 3,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}, ""display"": ""Input"", ""id"": 19, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/19/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/51/
False,,,,,,,2026-03-01T05:02:12.083356Z,{},,"{""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}",Outlet 4,http://192.168.65.40:8000/dcim/power-outlets/52/,,52,,2026-03-01T05:02:12.083375Z,[],,False,,Outlet 4,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}, ""display"": ""Input"", ""id"": 19, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/19/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/52/
False,,,,,,,2026-03-01T05:02:12.152013Z,{},,"{""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}",Outlet 5,http://192.168.65.40:8000/dcim/power-outlets/53/,,53,,2026-03-01T05:02:12.152032Z,[],,False,,Outlet 5,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}, ""display"": ""Input"", ""id"": 19, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/19/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/53/
False,,,,,,,2026-03-01T05:02:12.218656Z,{},,"{""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}",Outlet 6,http://192.168.65.40:8000/dcim/power-outlets/54/,,54,,2026-03-01T05:02:12.218675Z,[],,False,,Outlet 6,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}, ""display"": ""Input"", ""id"": 19, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/19/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/54/
False,,,,,,,2026-03-01T05:02:12.293797Z,{},,"{""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}",Outlet 7,http://192.168.65.40:8000/dcim/power-outlets/55/,,55,,2026-03-01T05:02:12.293825Z,[],,False,,Outlet 7,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}, ""display"": ""Input"", ""id"": 19, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/19/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/55/
False,,,,,,,2026-03-01T05:02:12.364659Z,{},,"{""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}",Outlet 8,http://192.168.65.40:8000/dcim/power-outlets/56/,,56,,2026-03-01T05:02:12.364679Z,[],,False,,Outlet 8,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-pittsfield-pdu01"", ""id"": 19, ""name"": ""dmi01-pittsfield-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/19/""}, ""display"": ""Input"", ""id"": 19, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/19/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/56/
True,"{""description"": """", ""display"": ""#38"", ""id"": 38, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/38/""}",B,,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#38"", ""id"": 38, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/38/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochester-rtr01"", ""id"": 23, ""name"": ""dmi01-rochester-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/23/""}, ""display"": ""PSU0"", ""id"": 23, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/23/""}]",True,dcim.powerport,2026-03-01T05:02:12.430934Z,{},,"{""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}",Outlet 1,http://192.168.65.40:8000/dcim/power-outlets/57/,,57,,2026-03-01T05:02:26.909399Z,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#38"", ""id"": 38, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/38/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochester-rtr01"", ""id"": 23, ""name"": ""dmi01-rochester-rtr01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/23/""}, ""display"": ""PSU0"", ""id"": 23, ""name"": ""PSU0"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/23/""}]",dcim.powerport,False,,Outlet 1,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}, ""display"": ""Input"", ""id"": 22, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/22/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/57/
True,"{""description"": """", ""display"": ""#39"", ""id"": 39, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/39/""}",B,,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#39"", ""id"": 39, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/39/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochster-sw01"", ""id"": 24, ""name"": ""dmi01-rochster-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/24/""}, ""display"": ""Power Port"", ""id"": 24, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/24/""}]",True,dcim.powerport,2026-03-01T05:02:12.496894Z,{},,"{""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}",Outlet 2,http://192.168.65.40:8000/dcim/power-outlets/58/,,58,,2026-03-01T05:02:27.164020Z,"[{""_occupied"": true, ""cable"": {""description"": """", ""display"": ""#39"", ""id"": 39, ""label"": """", ""url"": ""http://192.168.65.40:8000/api/dcim/cables/39/""}, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochster-sw01"", ""id"": 24, ""name"": ""dmi01-rochster-sw01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/24/""}, ""display"": ""Power Port"", ""id"": 24, ""name"": ""Power Port"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/24/""}]",dcim.powerport,False,,Outlet 2,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}, ""display"": ""Input"", ""id"": 22, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/22/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/58/
False,,,,,,,2026-03-01T05:02:12.560509Z,{},,"{""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}",Outlet 3,http://192.168.65.40:8000/dcim/power-outlets/59/,,59,,2026-03-01T05:02:12.560529Z,[],,False,,Outlet 3,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}, ""display"": ""Input"", ""id"": 22, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/22/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/59/
False,,,,,,,2026-03-01T05:02:12.627275Z,{},,"{""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}",Outlet 4,http://192.168.65.40:8000/dcim/power-outlets/60/,,60,,2026-03-01T05:02:12.627294Z,[],,False,,Outlet 4,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}, ""display"": ""Input"", ""id"": 22, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/22/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/60/
False,,,,,,,2026-03-01T05:02:12.692271Z,{},,"{""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}",Outlet 5,http://192.168.65.40:8000/dcim/power-outlets/61/,,61,,2026-03-01T05:02:12.692291Z,[],,False,,Outlet 5,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}, ""display"": ""Input"", ""id"": 22, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/22/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/61/
False,,,,,,,2026-03-01T05:02:12.753847Z,{},,"{""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}",Outlet 6,http://192.168.65.40:8000/dcim/power-outlets/62/,,62,,2026-03-01T05:02:12.753867Z,[],,False,,Outlet 6,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}, ""display"": ""Input"", ""id"": 22, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/22/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/62/
False,,,,,,,2026-03-01T05:02:12.829424Z,{},,"{""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}",Outlet 7,http://192.168.65.40:8000/dcim/power-outlets/63/,,63,,2026-03-01T05:02:12.829444Z,[],,False,,Outlet 7,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}, ""display"": ""Input"", ""id"": 22, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/22/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/63/
False,,,,,,,2026-03-01T05:02:12.894493Z,{},,"{""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}",Outlet 8,http://192.168.65.40:8000/dcim/power-outlets/64/,,64,,2026-03-01T05:02:12.894513Z,[],,False,,Outlet 8,,"{""_occupied"": false, ""cable"": null, ""description"": """", ""device"": {""description"": """", ""display"": ""dmi01-rochester-pdu01"", ""id"": 22, ""name"": ""dmi01-rochester-pdu01"", ""url"": ""http://192.168.65.40:8000/api/dcim/devices/22/""}, ""display"": ""Input"", ""id"": 22, ""name"": ""Input"", ""url"": ""http://192.168.65.40:8000/api/dcim/power-ports/22/""}","{""label"": ""Enabled"", ""value"": ""enabled""}",[],"{""label"": ""NEMA 5-20R"", ""value"": ""nema-5-20r""}",http://192.168.65.40:8000/api/dcim/power-outlets/64/
